symbol,strategy,timeFrame,signalDate,entryPrice,rsiDaily,rsiWeekly,rsiMonthly,volume,pattern,return5D,return10D,return20D,return40D,maxDrawdown,maxGain,outcome
GMDCLTD,RSITTF,D,2023-11-03,327.25,43.89,63.90,83.33,3489731,,15.87,17.94,31.32,32.50,-6.16,53.67,Loss
GMDCLTD,RSITTF,D,2023-11-07,320.00,42.37,63.90,83.33,6162808,,21.45,22.70,35.48,37.19,-0.11,57.16,Win
GIPCL,RSITTF,D,2023-11-08,145.45,43.76,68.98,78.02,1066284,,3.61,9.69,24.96,26.54,-1.34,31.83,Win
GIPCL,RSITTF,D,2023-11-09,145.70,44.05,68.98,78.02,546231,,3.67,10.71,21.59,23.23,-1.51,31.61,Loss
NITIRAJ,RSITTF,D,2023-11-09,117.00,42.56,60.60,75.98,16356,,-5.98,1.45,2.61,7.69,-7.65,13.08,Loss
SIGIND,RSITTF,D,2023-11-23,62.50,44.66,62.14,63.70,18340,,4.88,2.08,2.88,17.60,-7.20,43.04,Win
FIVESTAR,RSITTF,D,2023-11-30,751.15,43.21,64.39,69.15,495437,,0.64,-5.98,-2.16,0.75,-10.67,4.87,Loss
KERNEX,RSITTF,D,2023-12-05,563.95,38.42,62.55,75.26,35331,,4.44,8.12,4.47,17.90,-2.19,27.85,Win
KERNEX,RSITTF,D,2023-12-06,580.00,44.61,62.55,75.26,20280,,2.31,-0.12,1.37,17.23,-4.90,24.31,Loss
KERNEX,RSITTF,D,2023-12-08,572.00,42.61,63.11,75.26,9782,,7.56,2.97,-1.73,18.52,-3.57,26.05,Win
INDRAMEDCO,RSITTF,D,2023-12-12,187.60,40.62,60.52,81.17,100799,,-3.17,-5.78,-5.12,0.21,-11.35,6.02,Loss
JINDALSAW,RSITTF,D,2023-12-14,217.35,44.05,61.88,91.42,2415390,,-4.03,-5.21,12.41,13.89,-7.06,26.52,Win
HIRECT,RSITTF,D,2023-12-14,282.50,44.68,74.76,79.31,50568,,-5.53,-4.73,-0.35,-0.67,-9.37,12.04,Win
JINDALSAW,RSITTF,D,2023-12-15,218.08,44.80,62.03,91.42,1857066,,-2.70,-3.21,18.08,11.59,-7.37,28.04,Loss
GRAVITA,RSITTF,D,2023-12-15,1050.40,44.78,74.09,90.42,68103,,-0.26,3.09,-4.43,-14.22,-19.81,8.23,Win
TI,RSITTF,D,2023-12-19,245.35,42.49,65.30,86.01,958090,,-2.00,0.20,-0.45,-4.08,-10.07,7.40,Loss
VSTTILLERS,RSITTF,D,2023-12-21,3825.00,44.28,64.02,72.87,9042,,-1.24,-6.04,-11.91,-14.47,-21.66,1.70,Win
WELENT,RSITTF,D,2023-12-21,314.10,43.81,70.19,80.24,292723,,3.87,6.21,5.73,11.84,-0.32,21.62,Win
SHARDAMOTR,RSITTF,D,2023-12-21,584.95,43.26,65.49,73.44,187240,,11.68,19.12,20.00,28.07,0.00,34.36,Win
RKFORGE,RSITTF,D,2023-12-21,723.35,44.24,69.26,82.64,287133,,0.32,2.14,6.28,3.17,-5.76,11.43,Win
ALBERTDAVD,RSITTF,D,2023-12-21,935.00,43.79,68.64,75.23,13220,,4.32,12.08,32.21,50.22,0.00,71.97,Win
TSFINV,RSITTF,D,2023-12-21,147.75,43.22,69.87,75.47,97095,,-1.15,13.94,12.22,26.06,-2.17,58.38,Loss
IMFA,RSITTF,D,2023-12-21,485.85,43.29,79.92,69.89,155502,,2.78,4.76,1.76,31.51,-2.93,41.54,Win
RKFORGE,RSITTF,D,2023-12-22,724.40,44.65,62.85,82.64,263498,,-1.75,6.70,5.44,5.06,-5.89,11.26,Win
RKFORGE,RSITTF,D,2023-12-26,724.65,44.75,62.85,82.64,201139,,-2.82,8.22,1.70,4.57,-5.93,11.23,Loss
TSFINV,RSITTF,D,2023-12-26,148.35,44.65,63.19,75.47,126584,,-1.52,18.57,12.30,37.21,-2.56,57.74,Loss
SIMPLEXINF,RSITTF,D,2023-12-27,74.00,40.52,66.95,66.98,77259,,14.59,17.36,5.88,53.45,-4.93,56.49,Win
JINDRILL,RSITTF,D,2023-12-29,736.90,44.08,64.75,88.40,30346,,1.59,5.98,6.59,-9.17,-12.47,10.45,Win
MVGJL,RSITTF,D,2024-01-01,319.05,42.32,71.98,79.88,80117,,2.21,3.42,-1.32,-19.26,-36.53,9.56,Win
MVGJL,RSITTF,D,2024-01-02,322.40,44.74,71.98,79.88,83545,,0.81,0.81,-2.68,-21.22,-37.19,8.42,Win
SUMMITSEC,RSITTF,D,2024-01-03,1264.95,44.42,65.84,72.31,5050,,-1.49,-4.90,8.08,4.87,-8.93,15.02,Win
TIL,RSITTF,D,2024-01-09,370.43,44.71,67.89,74.02,3384,,-2.64,16.42,32.84,55.97,-4.44,56.19,Win
SYRMA,RSITTF,D,2024-01-09,610.25,40.51,61.70,80.17,451037,,1.52,-2.64,-14.08,-13.24,-26.26,3.15,Win
ATLANTAA,RSITTF,D,2024-01-10,22.10,43.90,60.41,67.40,27227,,-2.04,3.62,11.99,-4.07,-16.52,17.42,Loss
SYRMA,RSITTF,D,2024-01-10,610.40,40.59,61.70,80.17,459855,,-0.88,-2.47,-15.03,-14.84,-26.28,3.13,Win
ZENITHEXPO,RSITTF,D,2024-01-11,150.00,44.81,63.44,68.45,3487,,0.33,2.00,23.20,21.07,-3.93,35.50,Win
SYRMA,RSITTF,D,2024-01-11,617.55,44.25,61.70,80.17,636327,,-2.60,-2.76,-17.01,-14.90,-27.13,1.94,Loss
COROMANDEL,RSITTF,D,2024-01-11,1187.95,44.91,70.81,72.55,216607,,-2.97,-4.96,-8.46,-6.18,-13.75,2.63,Loss
TALBROAUTO,RSITTF,D,2024-01-16,288.00,44.85,67.41,87.66,92850,,-7.66,-3.61,0.36,-20.28,-23.54,7.40,Loss
TIL,RSITTF,D,2024-01-17,364.54,42.60,62.17,74.02,3062,,24.20,37.10,29.38,41.72,-1.62,58.72,Win
COHANCE,RSITTF,D,2024-01-18,680.75,44.83,73.61,72.88,202820,,-0.84,-4.14,-1.63,-9.13,-14.04,7.23,Win
ASHOKAMET,RSITTF,D,2024-01-18,25.45,44.17,60.08,90.85,43747,,-1.38,1.38,0.79,-10.61,-25.93,10.02,Win
TIPSFILMS,RSITTF,D,2024-01-18,755.40,44.40,66.11,78.73,2331,,-3.36,2.49,-10.74,-13.03,-18.31,8.68,Win
RSYSTEMS,RSITTF,D,2024-01-18,522.50,44.48,62.29,81.37,58700,,-2.36,-2.55,-10.11,-13.32,-18.47,9.09,Win
CONCORDBIO,RSITTF,D,2024-01-19,1389.85,44.96,68.41,100.00,78404,,-0.30,3.99,1.34,5.77,-2.86,14.96,Win
NESTLEIND,RSITTF,D,2024-01-19,1257.08,43.57,63.88,74.53,1882782,,-0.62,-2.05,-0.04,2.63,-4.18,5.55,Loss
ZENSARTECH,RSITTF,D,2024-01-19,557.85,44.39,61.25,68.97,1027908,,2.29,1.17,-4.48,4.61,-7.68,8.96,Win
NIBL,RSITTF,D,2024-01-24,39.85,44.62,60.27,74.63,17452,,-1.51,-2.13,-12.42,-22.21,-28.11,5.40,Win
GMRAIRPORT,RSITTF,D,2024-01-24,75.70,42.45,74.35,77.58,35773435,,4.49,19.09,15.79,4.49,-3.57,24.64,Win
SPANDANA,RSITTF,D,2024-01-24,1021.31,42.32,69.53,99.54,114195,,-7.44,-10.13,-10.80,-23.45,-26.78,1.13,Loss
JINDALSTEL,RSITTF,D,2024-01-24,706.30,44.72,61.50,67.15,2874944,,5.12,10.00,10.96,16.32,-0.84,23.67,Win
360ONE,RSITTF,D,2024-01-25,630.20,44.48,60.09,77.76,244105,,-4.01,3.82,14.52,5.66,-5.23,25.19,Win
LODHA,RSITTF,D,2024-01-30,1035.40,44.97,64.61,72.75,412872,,7.33,0.69,10.80,10.88,-5.61,23.42,Win
SUMIT,RSITTF,D,2024-01-30,52.90,43.73,63.00,79.20,104746,,6.05,12.29,18.62,-0.85,-4.06,33.18,Loss
ALANKIT,RSITTF,D,2024-02-01,18.95,44.76,67.15,67.24,2235104,,6.07,-3.69,-0.79,-5.28,-19.79,9.76,Win
SUMIT,RSITTF,D,2024-02-01,52.90,44.46,63.00,78.11,105070,,10.21,10.59,13.23,7.94,-4.06,51.80,Win
HONASA,RSITTF,D,2024-02-05,439.25,43.94,65.68,100.00,303090,,-0.20,-0.11,-4.69,-6.57,-18.65,8.12,Loss
TRENT,RSITTF,D,2024-02-06,2023.33,44.81,80.88,88.63,1077582,,26.89,32.65,29.15,31.90,-2.64,39.83,Win
HCL-INSYS,RSITTF,D,2024-02-07,21.25,44.65,65.87,71.11,991476,,-12.47,-14.35,-27.29,-7.06,-34.35,2.59,Loss
ZODIAC,RSITTF,D,2024-02-08,250.60,43.53,66.74,74.22,21338,,10.38,21.81,67.86,63.75,0.00,88.91,Win
BLS,RSITTF,D,2024-02-13,367.30,44.71,72.24,84.57,2453532,,5.13,2.15,-10.52,-8.40,-28.41,8.09,Loss
GUJAPOLLO,RSITTF,D,2024-02-13,281.70,44.96,69.53,68.78,9299,,2.13,-0.32,-8.59,-9.12,-24.97,5.77,Loss
NFL,RSITTF,D,2024-02-13,101.35,43.24,64.21,74.40,5831815,,4.29,-1.73,-7.05,-1.43,-18.40,11.49,Loss
IIFLCAPS,RSITTF,D,2024-02-13,149.15,44.35,70.42,80.60,1471893,,7.84,6.54,-16.43,-6.47,-27.59,12.50,Win
LODHA,RSITTF,D,2024-02-13,1042.55,44.53,65.01,74.10,518413,,7.19,10.04,7.53,14.94,-6.25,22.57,Win
ARVIND,RSITTF,D,2024-02-13,279.65,44.38,75.93,87.07,590307,,6.08,1.41,-8.35,10.60,-14.36,15.75,Win
SUBROS,RSITTF,D,2024-02-13,596.50,43.93,66.10,78.57,154782,,2.49,0.62,-11.89,-2.60,-19.02,6.96,Win
MAXIND,RSITTF,D,2024-02-13,184.68,43.07,67.93,79.24,75411,,-1.72,6.75,9.93,13.99,-8.16,22.76,Loss
KAMATHOTEL,RSITTF,D,2024-02-13,295.80,44.10,61.54,83.07,50257,,4.39,2.52,-12.76,-0.05,-19.52,8.86,Win
MUNJALAU,RSITTF,D,2024-02-13,94.95,42.61,69.53,77.40,306448,,-6.53,-6.90,-16.96,-11.95,-25.07,4.53,Loss
GICHSGFIN,RSITTF,D,2024-02-13,232.60,43.93,61.25,67.99,458036,,3.42,1.87,-8.99,-6.73,-19.54,7.87,Win
TEXRAIL,RSITTF,D,2024-02-13,184.85,43.78,67.08,83.82,3133088,,1.38,5.49,-12.88,-8.11,-23.18,10.63,Win
PNBGILTS,RSITTF,D,2024-02-13,105.05,42.30,63.76,82.72,929456,,2.28,9.57,4.05,6.24,-5.09,20.80,Win
ENGINERSIN,RSITTF,D,2024-02-13,206.45,43.60,66.09,79.94,9993339,,9.45,3.44,2.28,5.76,-15.96,15.23,Win
BALMLAWRIE,RSITTF,D,2024-02-13,243.85,44.16,70.17,82.96,1187831,,6.54,4.41,-7.55,5.52,-17.16,9.02,Win
RAILTEL,RSITTF,D,2024-02-13,366.50,44.73,73.93,89.75,10213124,,6.36,28.23,5.13,3.30,-17.76,34.09,Win
HINDCOPPER,RSITTF,D,2024-02-13,250.80,42.49,68.10,79.26,14133581,,-0.28,0.88,2.11,44.50,-7.89,57.10,Win
CENTEXT,RSITTF,D,2024-02-13,23.95,44.77,61.69,83.63,406768,,1.04,-4.80,-15.66,-13.99,-23.80,12.53,Win
XPROINDIA,RSITTF,D,2024-02-13,1116.60,44.43,60.72,71.01,32560,,5.25,13.33,-3.47,-3.96,-9.19,16.23,Loss
ARVIND,RSITTF,D,2024-02-14,279.95,44.58,75.93,87.07,461768,,3.36,-0.34,-9.34,12.00,-14.45,18.88,Win
SUBROS,RSITTF,D,2024-02-14,600.70,44.90,66.10,78.57,104652,,-0.48,-1.37,-17.55,-7.52,-19.59,6.21,Win
BRNL,RSITTF,D,2024-02-14,69.45,40.84,71.18,83.39,894949,,13.17,5.47,-19.37,-11.45,-22.89,17.85,Win
ATL,RSITTF,D,2024-02-14,60.06,44.65,63.30,100.00,839835,,5.23,-1.18,-18.81,-5.94,-20.38,13.89,Win
JAYBARMARU,RSITTF,D,2024-02-14,124.55,44.03,61.32,69.68,89879,,3.25,1.85,-17.10,-5.50,-18.55,14.33,Loss
BLS,RSITTF,D,2024-02-15,362.80,43.12,72.24,84.57,3216539,,3.64,0.91,-5.42,-7.65,-27.52,9.43,Win
AXISCADES,RSITTF,D,2024-02-15,722.65,38.38,73.51,85.97,128341,,-6.57,-11.54,-25.76,-13.62,-30.82,5.78,Loss
ATL,RSITTF,D,2024-02-15,60.20,44.98,63.30,100.00,660706,,5.13,1.63,-13.41,-8.19,-20.56,13.62,Loss
BLS,RSITTF,D,2024-02-16,363.05,43.27,64.52,84.57,1949143,,2.75,3.14,-2.56,-9.76,-27.57,9.35,Win
SGIL,RSITTF,D,2024-02-20,342.59,44.97,65.72,80.52,20031,,-0.01,-8.00,-9.34,-0.37,-16.55,13.90,Loss
SULA,RSITTF,D,2024-02-20,578.15,43.46,68.04,82.38,2839522,,-5.02,-2.33,-9.36,-3.24,-13.64,1.01,Loss
RAJTV,RSITTF,D,2024-02-21,63.20,42.92,62.24,70.40,2098,,-7.52,-4.91,-19.46,13.69,-23.10,44.94,Loss
RPPINFRA,RSITTF,D,2024-02-22,131.10,40.64,70.98,82.12,314019,,-12.55,-21.82,-13.77,1.91,-25.71,2.97,Loss
GODREJIND,RSITTF,D,2024-02-22,804.50,44.99,65.35,78.42,225652,,-0.44,-0.94,-6.08,5.63,-9.98,23.06,Loss
SHYAMMETL,RSITTF,D,2024-02-22,647.05,43.40,73.07,79.12,538118,,0.44,-2.71,-8.93,0.98,-21.00,7.06,Win
PENIND,RSITTF,D,2024-02-22,139.00,44.89,67.27,82.01,718787,,-3.38,-8.27,-11.29,1.22,-23.45,3.96,Win
IITL,RSITTF,D,2024-02-26,239.50,44.67,63.92,82.54,43814,,-13.36,-6.41,-12.76,-23.63,-30.40,1.84,Loss
IZMO,RSITTF,D,2024-02-27,284.55,44.67,63.19,81.69,55489,,-2.00,-10.07,-8.42,20.65,-16.15,31.08,Win
AMBER,RSITTF,D,2024-02-28,3735.75,43.19,63.06,75.51,100730,,-0.93,-4.85,-2.09,2.97,-19.90,10.68,Loss
UNITECH,RSITTF,D,2024-02-29,13.25,42.95,72.82,76.70,16299760,,-13.58,-26.04,-7.55,-15.09,-39.25,4.15,Loss
HEROMOTOCO,RSITTF,D,2024-02-29,4426.50,42.58,68.20,71.11,1548190,,4.72,5.62,5.74,3.05,-5.84,11.19,Win
JPPOWER,RSITTF,D,2024-02-29,18.20,44.94,66.17,82.62,43575581,,-3.85,-14.29,-7.69,8.24,-21.15,12.64,Win
IREDA,RSITTF,D,2024-02-29,150.05,43.07,76.57,78.58,62619592,,-5.53,-11.83,-4.93,20.89,-19.33,28.09,Win
IFCI,RSITTF,D,2024-02-29,45.90,44.02,65.15,69.13,34456744,,-7.95,-13.94,-9.37,9.04,-22.00,19.93,Loss
KITEX,RSITTF,D,2024-03-01,81.05,44.41,68.89,65.15,401952,,-5.45,-22.11,-20.23,-15.51,-26.65,3.23,Win
SANOFI,RSITTF,D,2024-03-01,8666.05,44.37,80.27,62.93,8588,,-2.27,-10.60,-3.30,-0.48,-13.40,2.13,Win
RVNL,RSITTF,D,2024-03-01,246.20,44.53,66.18,71.82,10474862,,-3.35,-0.26,7.39,15.39,-13.46,20.35,Win
RPGLIFE,RSITTF,D,2024-03-01,1534.40,44.40,68.06,71.83,24797,,-2.45,-4.62,1.37,-4.10,-11.37,5.45,Win
UNITECH,RSITTF,D,2024-03-02,13.25,43.29,65.43,76.70,4514092,,-13.96,-32.83,1.51,-21.13,-39.25,3.77,Loss
MAXHEALTH,RSITTF,D,2024-03-02,770.35,42.88,60.30,80.09,389814,,-0.62,-5.18,6.34,7.92,-6.61,16.15,Loss
IFCI,RSITTF,D,2024-03-02,45.75,43.93,63.56,69.13,1960645,,-12.90,-15.63,0.11,15.74,-21.75,20.33,Loss
SANOFI,RSITTF,D,2024-03-05,8650.80,44.25,65.60,62.93,9183,,-7.19,-10.89,-0.97,-4.68,-13.25,2.31,Loss
MACPOWER,RSITTF,D,2024-03-05,853.10,40.84,68.21,79.09,8775,,2.22,18.81,41.84,52.05,-2.00,77.02,Loss
IFCI,RSITTF,D,2024-03-05,44.45,42.22,63.56,69.13,10543233,,-15.30,-14.96,5.85,17.89,-19.46,23.85,Loss
RATNAVEER,RSITTF,D,2024-03-06,128.20,43.29,62.19,76.48,715416,,-9.91,-7.68,0.66,-2.93,-14.55,14.20,Loss
ITIETF,RSITTF,D,2024-03-06,39.10,44.66,71.12,65.97,776281,,1.74,-2.40,-5.01,-10.05,-11.84,3.32,Loss
MEDANTA,RSITTF,D,2024-03-06,1254.50,44.21,71.05,96.76,766112,,-9.41,-1.91,10.19,11.41,-15.40,20.45,Win
INOXWIND,RSITTF,D,2024-03-07,129.06,44.63,66.33,87.03,13664076,,-10.49,-8.17,6.75,3.64,-18.23,26.59,Loss
ABBOTINDIA,RSITTF,D,2024-03-07,27434.95,44.40,62.72,71.02,4563,,3.53,-1.34,-3.70,-3.88,-8.15,4.98,Loss
VLSFINANCE,RSITTF,D,2024-03-07,258.65,42.55,62.16,69.23,47989,,-7.71,-5.55,-0.44,-2.96,-11.50,7.83,Loss
MACPOWER,RSITTF,D,2024-03-07,855.00,43.04,66.48,79.09,8142,,2.43,26.95,36.61,54.98,-0.58,76.63,Win
HCC,RSITTF,D,2024-03-07,31.47,44.21,60.28,73.10,10521232,,-6.93,-9.31,1.24,-8.64,-22.50,6.32,Loss
MEDANTA,RSITTF,D,2024-03-07,1254.95,44.27,65.12,96.76,411701,,-10.68,2.04,11.12,12.52,-15.43,20.40,Loss
POWERMECH,RSITTF,D,2024-03-07,2483.13,43.24,63.11,74.95,75606,,-4.65,-4.06,4.14,-4.11,-11.30,10.40,Loss
ARVSMART,RSITTF,D,2024-03-12,548.15,42.37,71.45,83.39,120886,,5.61,27.07,20.97,25.76,-4.21,39.38,Win
ARVSMART,RSITTF,D,2024-03-13,554.80,44.50,71.45,83.39,173422,,9.06,25.78,18.44,27.10,-1.36,37.71,Win
GRPLTD,RSITTF,D,2024-03-13,1376.35,44.23,67.83,92.00,4000,,14.47,18.34,20.35,49.40,-0.12,78.01,Win
KIRLOSENG,RSITTF,D,2024-03-14,789.90,40.43,68.72,92.07,373382,,8.29,12.40,13.29,52.44,-1.25,74.58,Win
DLF,RSITTF,D,2024-03-14,840.65,42.08,84.42,86.51,5915623,,2.03,12.80,4.16,0.10,-4.21,15.10,Loss
BFUTILITIE,RSITTF,D,2024-03-14,733.70,43.98,66.95,74.62,456385,,-0.57,11.50,6.04,24.93,-6.51,38.34,Loss
COMMOIETF,RSITTF,D,2024-03-14,80.94,42.86,87.47,77.68,165530,,1.00,5.30,6.60,8.70,-1.95,13.91,Win
ARIES,RSITTF,D,2024-03-14,258.35,44.56,66.96,73.45,249865,,-1.68,1.06,0.37,-7.28,-9.91,15.33,Loss
ORCHPHARMA,RSITTF,D,2024-03-14,988.50,41.37,72.34,83.91,111517,,7.40,10.55,8.37,10.62,-7.61,23.42,Loss
SIGNATURE,RSITTF,D,2024-03-14,1258.80,44.13,90.89,100.00,761634,,5.31,5.33,2.20,0.42,-6.26,9.25,Loss
MOHEALTH,RSITTF,D,2024-03-14,34.62,44.93,72.72,83.75,14281,,-0.43,3.03,1.62,2.98,-3.15,8.72,Loss
GULFOILLUB,RSITTF,D,2024-03-14,896.80,43.67,90.67,80.81,336703,,5.65,7.04,9.72,3.47,-4.57,24.89,Win
AHLUCONT,RSITTF,D,2024-03-14,1031.95,44.12,74.11,81.76,109018,,0.18,0.34,3.86,15.56,-4.35,25.01,Win
GPPL,RSITTF,D,2024-03-14,184.40,44.72,75.74,81.56,7577198,,7.67,21.45,11.14,11.33,-3.23,22.21,Win
MOVALUE,RSITTF,D,2024-03-14,89.94,44.18,79.94,81.53,240467,,-0.64,2.81,5.57,10.47,-4.93,17.91,Win
CPSEETF,RSITTF,D,2024-03-14,77.46,43.66,95.86,94.26,6011279,,1.20,5.05,9.15,13.25,-4.84,21.35,Loss
POWERGRID,RSITTF,D,2024-03-14,266.35,41.27,84.63,83.21,26005940,,2.78,5.18,2.97,17.33,-3.27,23.05,Loss
PSUBNKIETF,RSITTF,D,2024-03-14,68.10,44.96,85.16,86.46,316851,,0.75,4.82,2.95,4.68,-3.27,15.57,Loss
PETRONET,RSITTF,D,2024-03-14,266.65,43.59,75.63,62.73,5600085,,-3.00,-0.47,15.51,17.06,-3.88,21.19,Loss
NILAINFRA,RSITTF,D,2024-03-14,11.70,44.86,70.69,73.55,911599,,-8.12,-3.42,-5.98,-1.28,-14.10,11.11,Loss
VASWANI,RSITTF,D,2024-03-14,38.50,43.96,65.02,81.70,262587,,-14.03,-9.87,-6.62,-6.23,-20.52,3.12,Loss
COALINDIA,RSITTF,D,2024-03-14,427.70,44.60,74.45,85.89,20478918,,1.02,3.36,5.96,9.49,-6.20,18.62,Loss
LAL,RSITTF,D,2024-03-14,24.83,39.49,66.91,90.32,189240,,10.35,9.75,12.57,2.70,-15.63,19.01,Loss
ENIL,RSITTF,D,2024-03-14,275.20,40.86,74.44,79.72,238017,,1.13,0.85,-2.54,-13.81,-15.86,8.52,Win
CREST,RSITTF,D,2024-03-15,410.55,43.64,61.17,86.10,26223,,-3.62,-1.01,-6.15,-6.45,-12.67,4.34,Win
CARERATING,RSITTF,D,2024-03-15,1082.20,41.03,60.32,83.77,40906,,4.18,7.33,1.53,0.73,-1.74,14.12,Win
GULFOILLUB,RSITTF,D,2024-03-15,899.35,44.06,65.88,80.81,166734,,4.93,11.32,9.69,3.77,-4.84,24.53,Win
ENIL,RSITTF,D,2024-03-15,278.25,42.10,60.72,79.72,142908,,1.62,-0.14,-5.82,-13.91,-16.78,7.33,Loss
21STCENMGM,RSITTF,D,2024-03-18,44.45,39.80,66.69,69.07,13289,,-5.74,1.01,19.80,-2.02,-9.11,23.73,Loss
DLF,RSITTF,D,2024-03-18,836.25,42.41,63.61,86.51,2709444,,4.44,8.17,2.32,1.81,-3.70,15.71,Loss
CREST,RSITTF,D,2024-03-18,411.95,44.22,61.17,86.10,13473,,-5.43,-1.31,-7.82,-3.99,-12.96,3.98,Loss
COMMOIETF,RSITTF,D,2024-03-18,81.15,44.79,65.71,77.68,20789,,2.03,6.56,5.74,9.78,-2.16,14.44,Win
SIGNATURE,RSITTF,D,2024-03-18,1250.45,44.13,70.02,100.00,407899,,3.45,5.01,-0.07,4.38,-3.85,9.98,Loss
MOMENTUM,RSITTF,D,2024-03-18,29.98,44.77,66.83,84.84,91220,,2.30,6.10,3.44,14.28,-3.00,21.08,Win
CPSEETF,RSITTF,D,2024-03-18,76.54,41.64,68.51,94.26,4641181,,3.07,8.79,8.78,16.72,-2.26,24.12,Loss
INFRAIETF,RSITTF,D,2024-03-20,81.34,44.16,72.53,83.67,57795,,4.48,5.25,6.01,9.31,-0.43,12.48,Win
PSUBNKBEES,RSITTF,D,2024-03-20,74.09,42.21,66.28,80.96,1591841,,4.66,9.42,7.03,8.99,0.00,15.13,Win
PSUBANK,RSITTF,D,2024-03-20,66.60,42.98,65.51,80.75,943820,,3.98,9.08,6.37,8.62,0.00,34.68,Win
HEALTHY,RSITTF,D,2024-03-20,11.83,41.76,73.61,77.73,125931,,3.47,4.56,0.51,4.82,-9.81,6.76,Win
PSUBNKIETF,RSITTF,D,2024-03-20,67.17,42.12,66.69,86.46,190234,,4.93,9.04,7.01,8.95,0.00,17.17,Win
NEXT50BETA,RSITTF,D,2024-03-20,60.92,42.82,70.68,73.70,28890,,5.55,9.36,9.44,19.01,0.00,23.11,Win
NITCO,RSITTF,D,2024-03-21,57.05,42.63,73.37,84.01,401566,,7.98,8.15,14.99,33.74,-7.98,43.73,Win
JSWHL,RSITTF,D,2024-03-21,6209.90,44.72,67.34,67.89,74271,,16.35,14.67,10.25,9.06,-3.14,20.63,Win
RHL,RSITTF,D,2024-03-27,188.00,42.40,61.00,89.29,2100,,-11.41,-22.15,-10.90,-1.04,-29.52,7.07,Win
AHLUCONT,RSITTF,D,2024-03-28,1021.40,43.70,61.56,81.76,49308,,5.61,4.90,9.43,33.26,-0.14,35.99,Win
ZYDUSLIFE,RSITTF,D,2024-04-16,944.85,43.81,77.47,81.46,2235559,,-1.20,4.57,6.79,15.42,-3.35,24.09,Loss
LT,RSITTF,D,2024-04-18,3550.95,41.81,64.27,83.96,3273257,,2.85,-1.44,-2.82,3.85,-10.59,10.39,Loss
PVP,RSITTF,D,2024-04-22,32.10,43.00,60.08,90.44,726863,,1.56,-10.28,-11.53,-15.14,-34.27,5.61,Loss
LGHL,RSITTF,D,2024-04-22,112.08,44.75,65.02,100.00,2270,,3.35,1.49,15.11,35.84,-7.43,47.46,Loss
BOSCHLTD,RSITTF,D,2024-04-23,29277.40,44.59,77.56,86.01,51227,,0.27,2.63,5.66,10.17,-6.07,25.28,Loss
LGHL,RSITTF,D,2024-04-26,110.42,43.56,65.00,100.00,2150,,-1.89,6.41,29.33,28.60,-1.89,49.67,Win
BHAGCHEM,RSITTF,D,2024-05-08,174.60,44.67,67.40,68.46,57208,,0.57,3.52,27.38,47.24,-3.38,63.23,Loss
ELECTCAST,RSITTF,D,2024-05-08,180.05,43.09,72.56,84.44,1105745,,-5.92,-6.14,-13.02,2.36,-25.02,10.36,Loss
VOLTAS,RSITTF,D,2024-05-10,1287.55,44.47,62.57,76.52,3013310,,0.06,6.52,12.73,13.37,-3.73,21.16,Win
TATAPOWER,RSITTF,D,2024-05-10,414.85,42.40,60.37,80.83,19951523,,5.17,7.80,6.92,4.48,-10.41,10.88,Loss
AJMERA,RSITTF,D,2024-05-14,154.05,44.43,69.85,81.98,198355,,-3.92,-12.18,-7.61,-2.31,-27.86,3.21,Loss
SOTL,RSITTF,D,2024-05-14,512.00,43.64,71.51,76.39,259334,,-1.01,-3.00,2.00,21.93,-12.70,27.93,Loss
TORNTPOWER,RSITTF,D,2024-05-14,1359.80,43.13,60.67,87.28,629983,,4.21,5.47,16.27,13.64,-4.76,24.06,Win
ICIL,RSITTF,D,2024-05-14,359.15,42.92,63.22,71.64,148095,,10.05,-1.42,0.96,11.99,-14.28,25.48,Loss
TORNTPOWER,RSITTF,D,2024-05-15,1365.80,44.05,60.67,87.28,971912,,1.17,6.62,17.81,12.03,-5.18,23.52,Loss
LAGNAM,RSITTF,D,2024-05-17,135.20,44.97,67.42,80.11,34168,,1.92,-3.07,3.39,9.89,-8.10,30.00,Win
NUVAMA,RSITTF,D,2024-05-17,955.67,40.56,69.67,99.46,492084,,-0.34,1.29,6.06,0.44,-13.78,11.96,Win
AJMERA,RSITTF,D,2024-05-18,154.11,44.97,67.24,81.98,91405,,-9.86,-12.56,-7.64,-3.99,-27.89,1.47,Loss
SOTL,RSITTF,D,2024-05-24,509.05,44.43,60.27,76.39,263546,,-1.77,-0.83,4.87,13.43,-12.19,28.67,Loss
BIGBLOC,RSITTF,D,2024-05-29,115.23,44.58,64.17,67.01,155038,,-6.75,3.19,-0.79,18.95,-15.91,27.85,Loss
HINDCOPPER,RSITTF,D,2024-05-31,355.90,44.19,64.62,75.27,16814960,,-4.38,-5.34,-9.47,-10.56,-21.92,5.93,Win
CONCOR,RSITTF,D,2024-06-05,794.60,44.72,64.11,70.11,12157148,,14.91,10.34,3.96,3.71,-2.46,16.12,Win
TRF,RSITTF,D,2024-06-05,551.55,44.32,66.42,77.80,22639,,15.68,8.01,-3.73,-2.35,-14.79,18.03,Win
VEEDOL,RSITTF,D,2024-06-05,1741.20,44.06,60.60,64.18,41839,,8.77,10.96,35.45,49.06,0.00,59.88,Win
