symbol,strategy,timeFrame,signalDate,entryPrice,rsiDaily,rsiWeekly,rsiMonthly,volume,pattern,return5D,return10D,return20D,return40D,maxDrawdown,maxGain,outcome
INGERRAND,RSITTF,D,2024-06-05,4160.20,42.99,64.22,84.43,68382,,11.62,13.20,9.30,3.12,-6.18,19.71,Win
LIKHITHA,RSITTF,D,2024-06-05,324.60,43.68,62.17,63.42,402955,,34.70,32.99,40.16,33.93,0.00,53.25,Win
ANANTRAJ,RSITTF,D,2024-06-05,355.10,44.98,71.59,82.77,1671712,,18.49,23.85,38.16,46.86,0.00,59.11,Win
GEOJITFSL,RSITTF,D,2024-06-05,83.15,43.80,63.13,65.40,1306040,,11.88,17.02,6.69,19.98,0.00,35.90,Win
PRICOLLTD,RSITTF,D,2024-06-05,423.10,43.64,62.39,82.58,468110,,6.83,15.85,15.87,22.24,0.00,28.22,Win
VOLTAMP,RSITTF,D,2024-06-05,10366.40,44.53,71.55,87.47,29879,,3.27,9.64,24.82,31.45,-0.63,40.52,Loss
NITCO,RSITTF,D,2024-06-06,68.30,41.77,65.00,75.97,62232,,11.95,20.97,12.50,14.41,0.00,30.16,Win
PRICOLLTD,RSITTF,D,2024-06-06,424.95,44.88,62.39,82.58,482616,,7.34,16.83,16.87,13.83,0.00,27.66,Win
TIJARIA,RSITTF,D,2024-06-12,22.12,40.90,69.66,86.64,380980,,-14.60,-23.15,-26.81,-33.09,-39.33,10.22,Win
MANAKCOAT,RSITTF,D,2024-06-27,60.30,44.88,70.67,75.53,51348,,1.89,-0.50,6.68,4.69,-5.47,12.77,Win
OBEROIRLTY,RSITTF,D,2024-06-28,1765.75,44.70,62.51,80.67,587657,,1.09,-3.85,1.59,-2.13,-6.90,6.41,Loss
DJML,RSITTF,D,2024-07-02,107.58,43.45,71.47,77.87,50052,,8.13,4.57,-3.21,4.90,-7.98,18.05,Win
IIFLCAPS,RSITTF,D,2024-07-09,194.85,44.65,66.41,74.29,1148736,,-2.47,-2.79,6.10,73.49,-8.36,78.60,Loss
IIFLCAPS,RSITTF,D,2024-07-11,191.79,43.45,66.41,74.29,507301,,-3.63,0.76,8.97,56.55,-6.90,81.45,Loss
M&M,RSITTF,D,2024-07-12,2703.95,43.92,67.75,86.15,3398732,,3.73,8.47,0.51,-0.52,-2.89,10.19,Win
ESCORTS,RSITTF,D,2024-07-15,3978.05,44.79,62.61,80.31,645076,,3.59,4.50,-6.89,-5.44,-8.98,6.45,Win
BAJEL,RSITTF,D,2024-07-18,282.40,44.74,65.13,84.81,494245,,3.97,1.15,-4.37,-7.86,-17.49,8.48,Loss
STEL,RSITTF,D,2024-07-18,417.00,44.68,63.61,81.40,4756,,5.68,4.40,12.43,28.66,-2.49,39.71,Win
KRISHNADEF,RSITTF,D,2024-07-22,786.35,44.01,62.08,96.19,23000,,1.75,-11.16,-25.15,-7.38,-26.24,5.55,Loss
ICEMAKE,RSITTF,D,2024-07-22,761.90,42.54,60.66,79.10,37627,,6.55,15.87,-5.20,-11.79,-16.26,25.99,Win
TRENT,RSITTF,D,2024-07-22,3473.47,42.98,68.18,95.67,946890,,5.90,2.62,30.40,42.10,-4.89,47.44,Win
HONAUT,RSITTF,D,2024-07-22,54096.65,43.30,62.55,71.14,4493,,-0.20,-1.85,-3.84,-7.64,-9.74,4.90,Loss
DIXON,RSITTF,D,2024-07-22,11353.45,44.85,70.72,83.85,587418,,2.42,-1.87,11.65,24.11,-6.46,27.70,Loss
ASAL,RSITTF,D,2024-07-22,951.50,44.82,62.92,80.21,77325,,5.90,2.06,-12.23,-16.86,-19.58,12.44,Loss
MOMENTUM,RSITTF,D,2024-07-22,35.64,44.02,63.50,90.03,165594,,3.51,-1.01,2.55,3.90,-4.74,6.65,Win
BDL,RSITTF,D,2024-07-22,1493.75,43.48,61.72,90.43,3148425,,-1.63,-10.22,-12.36,-20.08,-26.63,2.29,Loss
CHOICEIN,RSITTF,D,2024-07-23,373.00,44.16,74.79,94.14,529081,,8.75,2.71,14.53,24.48,0.00,27.88,Win
CROWN,RSITTF,D,2024-07-24,260.55,44.31,63.05,98.48,20850,,12.86,3.55,-0.92,-10.17,-17.62,16.31,Win
DIXON,RSITTF,D,2024-07-24,10987.65,40.36,70.72,83.85,420853,,10.18,5.64,17.04,25.13,-2.24,31.95,Loss
PREMEXPLN,RSITTF,D,2024-07-24,650.35,43.64,60.14,91.78,169172,,1.65,-6.83,-11.35,-17.96,-19.80,11.83,Win
MOREALTY,RSITTF,D,2024-07-24,107.64,43.72,72.78,100.00,142850,,2.07,-5.04,-2.53,-0.97,-8.21,5.69,Loss
GVT&D,RSITTF,D,2024-07-24,1464.05,41.16,65.01,90.19,94396,,8.26,20.12,11.85,9.75,-3.69,29.09,Win
RELIANCE,RSITTF,D,2024-07-24,1495.70,42.15,62.91,70.84,11913362,,0.65,-2.06,0.16,-1.74,-4.18,2.94,Loss
JYOTICNC,RSITTF,D,2024-07-24,1136.70,43.08,68.14,100.00,211830,,0.35,-2.21,7.53,1.61,-8.11,14.81,Loss
TEJASNET,RSITTF,D,2024-07-24,1313.90,44.07,75.74,76.92,643293,,-5.59,-1.78,-0.56,-5.72,-15.82,4.19,Loss
BEL,RSITTF,D,2024-07-25,301.45,43.90,67.03,94.60,27820556,,3.22,-1.06,1.51,-7.99,-11.39,8.33,Win
ZENITHEXPO,RSITTF,D,2024-07-25,308.55,39.23,61.59,82.09,3879,,-13.06,-16.29,-13.47,-10.29,-24.32,0.13,Loss
EXIDEIND,RSITTF,D,2024-07-25,539.90,44.18,73.61,88.09,2209120,,-5.03,-9.96,-7.50,-13.63,-15.90,3.72,Win
KRISHNADEF,RSITTF,D,2024-07-26,762.90,43.31,60.49,96.19,44500,,-3.61,-8.91,-7.07,-5.62,-23.97,8.80,Win
BANKNIFTY1,RSITTF,D,2024-07-26,52.60,44.95,62.77,71.43,1071430,,0.08,-1.58,-0.17,5.59,-3.12,6.65,Win
BANKBETF,RSITTF,D,2024-07-26,51.48,44.66,63.25,99.70,262866,,0.43,-1.03,0.10,5.57,-19.37,20.69,Win
BANKBETA,RSITTF,D,2024-07-26,52.26,43.18,61.99,71.94,672470,,0.44,-1.28,0.29,6.14,-3.50,7.08,Loss
HDFCPVTBAN,RSITTF,D,2024-07-26,25.71,41.16,62.05,95.25,517410,,0.82,-1.13,0.89,6.57,-2.37,7.47,Loss
BNKETFAXIS,RSITTF,D,2024-07-26,523.40,44.61,62.50,71.29,81480,,0.40,-1.68,-0.31,5.64,-3.11,8.23,Loss
BANKIETF,RSITTF,D,2024-07-26,51.94,43.12,62.70,72.29,5341254,,0.23,-1.17,0.15,6.05,-5.56,8.68,Loss
SETFNIFBK,RSITTF,D,2024-07-26,520.73,44.51,63.22,72.44,126851,,0.12,-1.55,-0.09,5.62,-4.32,6.28,Win
SBIETFPB,RSITTF,D,2024-07-26,258.60,43.82,60.65,69.15,15830,,0.45,-1.47,0.34,6.60,-3.42,7.19,Loss
BANKADD,RSITTF,D,2024-07-26,51.99,44.87,62.76,75.98,76735,,0.13,-1.52,-0.06,5.27,-3.75,7.17,Loss
PHOENIXLTD,RSITTF,D,2024-07-26,1768.13,42.70,60.75,90.67,634448,,-1.81,-4.90,2.16,2.05,-11.86,11.30,Win
NPBET,RSITTF,D,2024-07-26,262.12,44.96,61.06,69.11,1912,,0.34,-1.58,0.22,6.28,-3.01,9.37,Loss
BANKBEES,RSITTF,D,2024-07-26,525.30,44.46,62.93,72.09,783884,,0.34,-1.58,-0.15,5.95,-2.97,6.37,Win
HECPROJECT,RSITTF,D,2024-07-31,111.80,43.77,60.22,75.56,7836,,-5.94,-7.96,-8.98,-6.63,-15.71,5.55,Win
NSIL,RSITTF,D,2024-08-06,4168.10,43.98,66.90,77.37,4520,,0.78,12.09,9.97,20.21,-0.19,22.96,Win
IDFNIFTYET,RSITTF,D,2024-08-06,260.05,41.97,77.24,73.68,1015,,0.82,3.75,5.02,12.32,-1.96,14.92,Win
GRASIM,RSITTF,D,2024-08-06,2620.50,38.60,63.12,78.93,813893,,-3.86,2.46,5.23,5.56,-4.41,8.11,Win
MAHSCOOTER,RSITTF,D,2024-08-06,8802.30,40.78,64.96,78.22,3438,,3.92,6.12,12.58,31.71,-0.48,45.28,Win
ZENSARTECH,RSITTF,D,2024-08-06,734.65,44.61,63.68,75.68,1154781,,1.85,8.97,7.60,-9.16,-10.22,12.27,Win
SALZERELEC,RSITTF,D,2024-08-06,854.35,44.22,62.93,78.37,221752,,17.34,24.60,24.28,6.44,0.00,33.78,Win
FACT,RSITTF,D,2024-08-06,936.60,41.75,60.98,72.75,282489,,2.60,1.72,6.74,1.50,-10.48,13.62,Win
ESSARSHPNG,RSITTF,D,2024-08-06,48.88,40.28,60.51,80.78,595147,,-8.18,5.14,-10.17,-14.55,-21.58,5.20,Loss
EIHAHOTELS,RSITTF,D,2024-08-07,440.90,42.46,67.30,80.40,189954,,-2.99,-4.11,-9.42,-8.10,-17.75,23.37,Loss
KICL,RSITTF,D,2024-08-07,5733.35,42.27,69.10,84.02,733,,-5.08,5.44,4.75,6.01,-6.25,18.60,Loss
AADHARHFC,RSITTF,D,2024-08-07,412.70,43.70,71.19,100.00,451245,,-6.59,-1.27,5.08,5.52,-8.87,25.22,Win
SHARDAMOTR,RSITTF,D,2024-08-07,1139.08,43.75,73.77,88.87,42956,,11.37,19.70,16.49,0.24,-11.68,25.69,Loss
ABSLAMC,RSITTF,D,2024-08-07,650.15,43.30,69.92,66.82,767704,,9.07,15.20,14.80,10.24,-0.73,19.20,Win
ZUARIIND,RSITTF,D,2024-08-07,358.25,43.72,60.73,74.01,75758,,-9.21,-0.98,4.45,-4.19,-10.68,13.69,Loss
JPOLYINVST,RSITTF,D,2024-08-07,826.20,44.39,63.59,70.08,13677,,-4.02,3.99,0.24,-6.86,-12.04,10.63,Loss
PDMJEPAPER,RSITTF,D,2024-08-07,113.73,44.35,77.45,79.03,215699,,-3.98,2.03,6.47,-3.32,-9.84,16.06,Loss
GRASIM,RSITTF,D,2024-08-07,2637.05,40.94,63.12,78.93,551368,,-4.73,4.48,3.96,4.10,-5.01,7.43,Loss
ATULAUTO,RSITTF,D,2024-08-07,666.60,44.92,61.88,73.59,46300,,-4.14,-3.57,5.99,-2.24,-10.74,8.61,Win
MAHSCOOTER,RSITTF,D,2024-08-07,8858.50,43.29,64.96,78.22,3219,,3.00,5.60,11.92,27.67,-0.08,44.36,Win
SURANAT&P,RSITTF,D,2024-08-07,23.26,43.95,66.51,73.58,187930,,-8.08,-6.15,-7.31,-4.34,-13.80,11.78,Win
PRAJIND,RSITTF,D,2024-08-07,673.05,44.63,65.18,67.05,337319,,4.11,15.76,12.32,13.10,-1.55,22.83,Loss
COCHINSHIP,RSITTF,D,2024-08-07,2349.35,43.72,75.27,95.14,5619905,,-5.70,-11.89,-18.61,-29.96,-35.94,6.03,Loss
OFSS,RSITTF,D,2024-08-07,10038.60,42.79,70.09,81.67,136542,,5.91,10.63,12.24,9.09,-0.78,25.70,Win
PARADEEP,RSITTF,D,2024-08-07,82.00,44.54,64.73,70.65,4428517,,2.49,8.87,4.61,2.80,-3.89,13.11,Win
RANEHOLDIN,RSITTF,D,2024-08-07,1526.65,40.72,67.04,71.99,7687,,13.68,26.42,46.68,27.45,-0.62,61.05,Win
MANAPPURAM,RSITTF,D,2024-08-07,200.42,44.29,60.50,62.77,5428856,,0.54,8.17,4.90,-5.55,-9.64,10.86,Loss
KECL,RSITTF,D,2024-08-08,208.67,44.92,67.44,78.29,1543617,,2.55,1.30,-6.96,-13.77,-16.04,6.87,Win
EXICOM,RSITTF,D,2024-08-08,391.52,43.77,67.25,97.21,622650,,-3.11,-1.35,-14.32,-26.63,-27.75,4.99,Win
OFSS,RSITTF,D,2024-08-08,10061.35,43.33,70.09,81.67,236879,,8.32,8.65,7.82,8.78,0.00,25.42,Win
RANEHOLDIN,RSITTF,D,2024-08-08,1535.00,41.79,67.04,71.99,6191,,12.57,25.42,51.68,22.92,0.00,60.18,Win
SOMICONVEY,RSITTF,D,2024-08-08,178.50,43.26,60.20,80.07,9964,,3.59,8.18,2.61,-18.71,-19.88,13.17,Win
SIGNATURE,RSITTF,D,2024-08-09,1414.85,44.91,61.61,90.86,468035,,9.42,4.82,3.07,8.30,-1.94,16.41,Win
PDMJEPAPER,RSITTF,D,2024-08-09,112.61,43.88,64.14,79.03,152726,,4.54,8.44,7.33,-1.89,-8.94,17.22,Loss
PRAJIND,RSITTF,D,2024-08-09,672.05,44.69,61.05,67.05,285710,,11.93,12.07,7.19,11.42,-1.41,23.01,Win
ARE&M,RSITTF,D,2024-08-09,1505.80,44.90,62.64,80.61,635744,,3.35,0.60,-6.27,-11.22,-13.87,8.84,Win
KICL,RSITTF,D,2024-08-12,5679.25,41.81,60.76,84.02,944,,0.66,4.56,4.90,7.92,-5.35,21.46,Loss
UNIVCABLES,RSITTF,D,2024-08-12,767.80,44.37,60.70,87.35,111924,,-9.48,-7.50,-12.75,-14.76,-22.11,4.19,Loss
SUNDRMFAST,RSITTF,D,2024-08-13,1347.55,43.83,61.28,71.35,73603,,0.03,1.03,2.13,7.46,-2.19,11.13,Win
RAYMOND,RSITTF,D,2024-08-16,620.83,44.50,67.15,83.75,564224,,11.49,7.33,-0.24,-8.97,-15.26,17.96,Win
LLOYDSENGG,RSITTF,D,2024-08-16,67.77,43.17,60.08,77.86,3908136,,4.53,5.21,0.83,3.88,-7.84,10.27,Win
BLUECHIP,RSITTF,D,2024-08-22,4.94,36.95,64.34,81.48,412571,,9.92,16.19,19.43,43.12,0.00,57.49,Win
BLUECHIP,RSITTF,D,2024-08-23,5.03,40.81,62.16,81.48,106064,,9.94,11.73,19.48,43.34,0.00,57.65,Win
BLUECHIP,RSITTF,D,2024-08-26,5.13,44.85,62.16,81.48,170419,,9.94,7.21,19.49,43.27,0.00,57.50,Win
GLOBALVECT,RSITTF,D,2024-08-27,245.70,42.84,60.18,83.35,12513,,10.38,29.08,21.67,14.16,0.00,40.62,Win
MANOMAY,RSITTF,D,2024-08-30,262.45,43.21,62.93,77.56,44382,,-6.02,-14.84,-15.26,-28.37,-30.65,2.10,Loss
FEDERALBNK,RSITTF,D,2024-09-02,194.72,44.79,65.72,75.64,7256241,,-5.00,-5.15,1.01,3.07,-6.67,6.61,Loss
KRITI,RSITTF,D,2024-09-03,216.79,44.43,66.20,70.34,22623,,-2.07,19.57,9.68,-10.56,-19.28,24.54,Loss
HUHTAMAKI,RSITTF,D,2024-09-04,399.25,43.54,61.97,71.31,218435,,-3.16,-4.65,-4.60,-28.59,-32.22,3.19,Loss
MANOMAY,RSITTF,D,2024-09-04,256.50,43.22,62.93,69.56,59089,,-12.87,-7.02,-12.59,-26.63,-29.04,4.46,Win
CPCAP,RSITTF,D,2024-09-05,485.65,44.48,71.08,82.04,15045,,-0.19,0.68,1.13,2.97,-4.85,9.13,Loss
CPCAP,RSITTF,D,2024-09-09,477.85,42.05,61.65,82.04,5813,,4.81,2.28,0.94,5.89,-1.64,11.95,Loss
OIL,RSITTF,D,2024-09-09,634.05,44.17,62.92,95.35,8052402,,-4.17,-8.20,-10.80,-21.84,-27.60,1.73,Loss
HPL,RSITTF,D,2024-09-10,582.70,41.98,62.22,93.41,133163,,-1.29,-0.45,-4.28,-8.33,-25.18,6.89,Loss
EMSLIMITED,RSITTF,D,2024-09-16,793.35,44.63,66.28,84.07,211654,,0.97,-4.49,0.51,-3.82,-8.62,12.43,Loss
ZOTA,RSITTF,D,2024-09-18,641.70,43.41,63.05,73.67,20799,,-0.98,-4.00,-3.53,-11.97,-16.63,4.72,Loss
HINDPETRO,RSITTF,D,2024-09-20,398.75,44.33,60.80,77.24,9159103,,9.83,-1.28,4.11,-9.18,-11.00,12.09,Win
INSECTICID,RSITTF,D,2024-09-25,889.50,44.90,65.35,71.21,23278,,-4.37,-8.75,-10.07,-17.53,-22.65,2.59,Loss
ASKAUTOLTD,RSITTF,D,2024-10-01,436.45,43.30,67.07,77.69,387273,,-7.03,-2.21,-0.73,4.24,-12.27,8.35,Loss
GILLETTE,RSITTF,D,2024-10-01,8508.70,42.15,63.50,75.68,31758,,5.73,7.11,14.67,15.33,-4.92,25.74,Loss
ANIKINDS,RSITTF,D,2024-10-03,76.55,40.94,63.81,70.80,11113,,-2.68,3.27,16.76,42.09,-5.66,47.81,Loss
JGCHEM,RSITTF,D,2024-10-04,381.90,44.18,66.62,84.55,227322,,6.45,6.81,-6.49,15.07,-15.21,26.87,Loss
GILLETTE,RSITTF,D,2024-10-04,8527.95,44.38,63.99,75.68,28147,,5.81,2.94,16.81,15.05,-5.14,25.46,Win
EQUAL50ADD,RSITTF,D,2024-10-08,331.30,42.34,65.95,87.40,74290,,0.27,-3.22,-4.69,-5.02,-9.75,1.41,Loss
NIFTY1,RSITTF,D,2024-10-08,272.07,42.17,62.02,81.92,75059,,0.19,-1.71,-3.17,-1.51,-6.92,0.94,Loss
SBIETFQLTY,RSITTF,D,2024-10-08,243.35,44.84,74.90,88.60,2343,,0.51,-4.08,-6.85,-4.94,-10.36,1.91,Loss
BIKAJI,RSITTF,D,2024-10-08,862.45,44.42,71.35,81.12,635067,,2.31,-3.65,2.10,-7.09,-16.74,7.72,Win
GODREJIND,RSITTF,D,2024-10-08,1097.55,39.65,63.85,74.69,117769,,-5.27,-7.82,-7.51,-1.64,-16.09,3.88,Win
SPMLINFRA,RSITTF,D,2024-10-08,247.35,44.86,64.69,89.50,74413,,5.46,-12.11,-8.43,-3.27,-25.20,7.54,Win
ESG,RSITTF,D,2024-10-08,42.53,44.56,61.64,83.39,144521,,-0.02,-2.68,-4.14,-1.55,-8.30,2.63,Win
UMIYA-MRO,RSITTF,D,2024-10-08,104.52,44.60,60.62,70.76,113898,,-6.75,-12.94,-11.05,-16.44,-21.55,0.70,Loss
SBINEQWETF,RSITTF,D,2024-10-08,32.34,41.97,63.87,100.00,29830,,0.15,-3.34,-4.85,-5.26,-10.24,2.35,Loss
NIFTYAXIS,RSITTF,D,2024-10-08,272.15,44.28,60.88,83.78,50016,,-0.21,-2.35,-3.54,-1.51,-7.29,3.12,Loss
NEXT50BETA,RSITTF,D,2024-10-08,79.48,44.72,65.70,85.51,160350,,1.40,-4.72,-6.89,-3.10,-11.93,3.99,Loss
NIFTYBEES,RSITTF,D,2024-10-08,279.40,42.00,62.12,84.28,6795305,,0.15,-2.09,-3.08,-1.25,-8.46,2.97,Loss
MONIFTY500,RSITTF,D,2024-10-09,23.82,43.62,66.79,100.00,225868,,0.38,-2.73,-1.43,-1.60,-7.22,3.40,Loss
INDOSTAR,RSITTF,D,2024-10-09,277.30,42.91,66.02,64.06,174962,,0.02,-3.64,5.01,12.59,-13.94,19.00,Win
BIKAJI,RSITTF,D,2024-10-09,862.75,44.48,71.35,81.12,370919,,5.43,-0.57,1.41,-4.90,-16.77,7.68,Loss
HDFCBSE500,RSITTF,D,2024-10-09,37.75,44.93,62.82,89.10,39533,,0.29,-2.94,-2.81,-1.38,-8.77,3.92,Win
NETF,RSITTF,D,2024-10-09,267.03,41.48,62.37,78.40,2158,,0.12,-2.33,-1.93,-1.13,-7.79,1.48,Loss
NIFTY1,RSITTF,D,2024-10-10,272.16,42.64,62.02,81.92,28250,,-1.07,-2.43,-3.17,-1.58,-6.95,0.76,Loss
SBINEQWETF,RSITTF,D,2024-10-10,32.36,43.61,63.87,100.00,23367,,-1.61,-3.92,-4.94,-5.56,-10.29,2.29,Loss
TOP100CASE,RSITTF,D,2024-10-10,10.78,42.82,63.51,100.00,206488,,-1.21,-3.15,-3.71,0.83,-7.88,11.32,Win
EQUAL50ADD,RSITTF,D,2024-10-11,332.32,44.61,64.02,87.40,4996,,-1.24,-5.49,-5.27,-5.59,-10.03,0.59,Loss
SUMIT,RSITTF,D,2024-10-11,133.82,40.29,66.27,91.26,39575,,4.62,-5.25,3.89,13.03,-9.99,16.57,Win
ALPL30IETF,RSITTF,D,2024-10-11,31.09,44.45,63.22,100.00,1890821,,-1.64,-5.85,-6.53,-6.53,-11.55,2.28,Loss
NV20IETF,RSITTF,D,2024-10-11,15.88,44.86,61.60,96.42,796426,,-0.69,-3.40,-3.34,-1.13,-8.69,7.24,Loss
HDFCVALUE,RSITTF,D,2024-10-11,146.09,44.50,62.81,90.53,5463,,-0.43,-3.33,-2.99,-1.03,-6.29,5.12,Loss
TOP100CASE,RSITTF,D,2024-10-11,10.79,43.60,61.73,100.00,171685,,-0.65,-4.17,-4.45,-1.85,-7.97,11.21,Loss
SHEKHAWATI,RSITTF,D,2024-10-11,39.57,43.22,61.71,99.63,174964,,19.03,11.90,10.59,-36.54,-38.84,21.48,Win
SUMIT,RSITTF,D,2024-10-14,135.82,43.51,66.27,91.26,24967,,0.73,-2.53,-1.55,10.37,-11.32,14.85,Win
NIF100BEES,RSITTF,D,2024-10-14,274.54,43.89,60.59,84.24,23918,,-1.58,-3.72,-4.21,-2.11,-7.85,0.53,Loss
GODREJIND,RSITTF,D,2024-10-14,1101.90,42.76,61.57,74.69,151691,,-8.03,-8.00,-11.04,-0.63,-16.42,6.28,Loss
LOWVOLIETF,RSITTF,D,2024-10-14,22.63,43.19,63.83,86.94,2361007,,-2.43,-4.02,-5.70,-4.99,-9.94,3.36,Loss
LOWVOL,RSITTF,D,2024-10-14,210.22,44.70,63.98,93.74,5585,,-2.08,-3.67,-5.65,-5.12,-24.36,7.98,Loss
NAVA,RSITTF,D,2024-10-15,513.83,44.88,68.52,91.25,228916,,-10.13,-8.47,-9.68,-1.18,-15.93,9.27,Loss
NIF100BEES,RSITTF,D,2024-10-15,274.67,44.28,60.59,84.24,15592,,-2.97,-3.04,-5.38,-2.23,-7.89,0.48,Loss
TOP100CASE,RSITTF,D,2024-10-15,10.80,44.48,61.73,100.00,161214,,-2.96,-3.24,-5.37,-2.41,-8.06,11.11,Loss
GMRP&UI,RSITTF,D,2024-10-18,134.55,44.47,64.99,85.98,1610566,,-14.60,-12.91,-24.01,-17.51,-27.68,2.19,Loss
POKARNA,RSITTF,D,2024-10-23,1004.75,44.50,75.08,75.78,35623,,5.23,5.05,-1.74,18.53,-5.62,28.36,Loss
THANGAMAYL,RSITTF,D,2024-10-23,2171.40,44.02,75.54,84.47,55725,,-1.41,-8.16,-11.07,-10.29,-18.48,4.81,Loss
MARKSANS,RSITTF,D,2024-10-23,270.15,44.37,68.93,85.63,1759597,,3.20,9.70,14.25,12.86,-4.66,32.78,Win
KEYFINSERV,RSITTF,D,2024-10-24,281.15,44.85,62.91,75.53,929,,-6.67,-6.86,-13.43,-10.36,-16.38,0.00,Loss
VEDL,RSITTF,D,2024-10-24,175.53,44.74,61.49,76.28,19424618,,-1.07,-2.38,-5.38,0.88,-8.27,12.35,Loss
MARKSANS,RSITTF,D,2024-10-24,271.20,44.97,68.93,85.63,1377486,,6.80,11.19,16.35,8.31,-5.03,32.26,Loss
POWERINDIA,RSITTF,D,2024-10-24,13767.25,44.53,71.35,85.15,25938,,0.38,4.26,-15.30,-1.29,-20.64,9.60,Loss
JSWDULUX,RSITTF,D,2024-10-24,3706.90,44.13,70.61,79.25,6436,,18.76,12.71,-1.74,-5.48,-9.02,26.09,Win
SUNPHARMA,RSITTF,D,2024-10-24,1848.90,42.86,75.98,79.71,1739776,,0.00,-3.13,-2.70,-1.86,-6.79,3.99,Win
ORIENTHOT,RSITTF,D,2024-10-24,163.31,43.92,61.95,81.89,175495,,11.44,9.63,12.90,8.85,-2.44,23.69,Win
JSWDULUX,RSITTF,D,2024-10-25,3712.70,44.43,62.70,79.25,13468,,21.70,10.21,-2.88,-6.15,-9.16,25.89,Win
SHK,RSITTF,D,2024-10-28,279.75,42.87,60.37,78.01,684457,,4.97,6.33,1.25,-10.26,-15.25,14.19,Loss
ANANTRAJ,RSITTF,D,2024-10-28,681.15,44.94,63.93,92.74,1231958,,6.74,7.61,-1.42,20.22,-4.79,31.09,Win
TORNTPOWER,RSITTF,D,2024-10-29,1842.80,44.83,67.79,83.79,296729,,-7.21,-9.99,-18.16,-21.24,-24.03,2.56,Loss
CENTURYPLY,RSITTF,D,2024-10-30,844.25,43.51,60.27,67.79,71979,,-0.21,-11.22,-14.11,-15.29,-25.26,4.20,Loss
CCCL,RSITTF,D,2024-10-31,18.44,37.28,68.50,73.02,1242003,,-13.02,-13.67,3.04,-18.71,-21.58,8.46,Win
CCCL,RSITTF,D,2024-11-01,19.36,44.87,68.83,73.02,1254698,,-21.33,-18.85,-3.82,-21.07,-25.31,3.31,Loss
UNICHEMLAB,RSITTF,D,2024-12-10,794.05,43.01,60.38,80.67,76245,,-1.62,-9.97,-9.84,-9.67,-15.50,5.33,Loss
ERIS,RSITTF,D,2024-12-19,1394.10,44.36,68.17,78.91,88624,,-3.35,-6.94,-7.46,-9.25,-18.83,7.59,Loss
GANESHHOU,RSITTF,D,2024-12-26,1167.80,43.41,62.29,80.20,103310,,11.26,12.98,15.84,6.70,-5.38,27.16,Loss
SUPRIYA,RSITTF,D,2024-12-27,703.55,45.00,63.84,80.65,151768,,9.80,-5.85,-0.43,-3.50,-16.76,13.40,Loss
SKYGOLD,RSITTF,D,2025-01-03,390.30,44.73,65.90,92.79,334738,,-6.07,-5.91,-13.69,-18.50,-25.19,3.22,Loss
NBIFIN,RSITTF,D,2025-01-03,3192.40,43.23,60.10,75.04,443,,-7.91,-16.75,-27.02,-28.77,-35.78,2.00,Loss
KOTAKBANK,RSITTF,D,2025-05-07,418.98,44.90,69.34,66.46,18697280,,-0.12,-1.13,-2.32,3.54,-2.92,7.00,Win
RAMANEWS,RSITTF,D,2025-05-08,32.36,43.91,61.13,76.41,199465,,14.28,22.96,22.59,-0.68,-7.97,38.38,Win
NH,RSITTF,D,2025-05-23,1724.40,44.82,64.67,83.80,196219,,1.13,1.53,10.38,13.19,-0.78,37.45,Win
KRISHANA,RSITTF,D,2025-07-08,85.21,39.40,70.74,81.74,1207895,,13.20,16.27,29.36,35.34,0.00,45.29,Win
KRISHANA,RSITTF,D,2025-07-11,87.48,43.95,68.41,81.74,516545,,11.19,19.90,17.52,27.16,0.00,41.52,Win
APOLLO,RSITTF,D,2025-07-17,179.66,44.69,63.79,74.46,1776396,,-4.47,-3.34,5.70,83.49,-9.64,97.43,Loss
MFSL,RSITTF,D,2025-07-18,1539.10,43.30,68.35,72.10,637166,,-0.81,-4.33,6.57,1.62,-5.72,8.82,Win
MFSL,RSITTF,D,2025-07-21,1541.70,44.13,68.35,72.10,483925,,-0.92,-3.90,6.20,-0.24,-5.88,8.63,Win
DODLA,RSITTF,D,2025-07-22,1331.30,40.93,66.42,66.21,223924,,-3.48,-3.07,1.16,9.63,-6.52,12.67,Win
DODLA,RSITTF,D,2025-07-23,1340.40,42.62,66.42,66.21,149267,,-3.47,-2.52,0.93,7.78,-7.15,11.91,Loss
SUBROS,RSITTF,D,2025-07-24,869.45,43.92,64.98,72.32,50450,,-1.65,0.10,0.05,17.53,-10.52,39.59,Loss
LUMAXTECH,RSITTF,D,2025-07-28,1040.40,40.34,69.92,82.31,89855,,10.34,0.28,9.27,20.95,-8.29,28.59,Win
SRM,RSITTF,D,2025-07-29,459.35,44.87,63.06,77.84,85869,,1.23,3.96,0.75,21.00,-2.22,25.22,Win
MCX,RSITTF,D,2025-07-29,1567.90,41.55,62.87,80.20,2345660,,0.48,3.98,-5.59,2.34,-6.83,7.65,Loss
ARKADE,RSITTF,D,2025-07-29,193.57,43.46,61.81,66.33,502260,,-2.13,-1.40,-9.47,-9.60,-13.49,2.60,Loss
JMFINANCIL,RSITTF,D,2025-07-31,157.83,44.22,75.44,65.07,4139160,,-1.78,17.78,17.26,2.50,-5.02,26.59,Loss
