symbol,strategy,timeFrame,signalDate,entryPrice,rsiDaily,rsiWeekly,rsiMonthly,volume,pattern,return5D,return10D,return20D,return40D,maxDrawdown,maxGain,outcome
AXISBANK,WealthCreation,W,2021-08-27,752.40,0.00,74.61,0.00,5841967,,0.00,0.00,0.00,0.00,0.00,9.08,Win
ICICIBANK,WealthCreation,W,2021-08-27,699.75,0.00,64.40,0.00,9135827,,0.00,0.00,0.00,0.00,-0.76,5.01,Win
ANMOL,WealthCreation,W,2021-08-27,38.43,0.00,64.70,0.00,1119374,,0.00,0.00,0.00,0.00,-0.05,23.76,Win
RAJMET,WealthCreation,W,2021-08-27,8.31,0.00,88.04,0.00,181687,,0.00,0.00,0.00,0.00,0.00,33.94,Win
BDL,WealthCreation,W,2021-08-27,191.03,0.00,67.38,0.00,1538266,,0.00,0.00,0.00,0.00,0.00,8.07,Win
INFRABEES,WealthCreation,W,2021-08-27,473.27,0.00,84.00,0.00,1706,,0.00,0.00,0.00,0.00,0.00,24.71,Win
ADFFOODS,WealthCreation,W,2021-08-27,162.33,0.00,67.81,0.00,79769,,0.00,0.00,0.00,0.00,-2.70,23.21,Win
TCIEXP,WealthCreation,W,2021-08-27,1403.40,0.00,60.64,0.00,20395,,0.00,0.00,0.00,0.00,0.00,83.27,Win
KIRLOSIND,WealthCreation,W,2021-08-27,1398.25,0.00,74.57,0.00,18775,,0.00,0.00,0.00,0.00,-0.38,26.30,Win
SBCL,WealthCreation,W,2021-08-27,116.03,0.00,66.98,0.00,41299,,0.00,0.00,0.00,0.00,-4.40,192.31,Win
KOTHARIPET,WealthCreation,W,2021-08-27,50.95,0.00,62.19,0.00,172344,,0.00,0.00,0.00,0.00,0.00,18.55,Win
WENDT,WealthCreation,W,2021-08-27,4266.45,0.00,61.88,0.00,824,,0.00,0.00,0.00,0.00,-1.37,2.90,Loss
SUNDRMFAST,WealthCreation,W,2021-08-27,775.05,0.00,64.45,0.00,156026,,0.00,0.00,0.00,0.00,0.00,28.21,Win
BAJAJHLDNG,WealthCreation,W,2021-08-27,4194.95,0.00,81.10,0.00,21280,,0.00,0.00,0.00,0.00,0.00,34.93,Win
CARERATING,WealthCreation,W,2021-08-27,674.55,0.00,71.98,0.00,82301,,0.00,0.00,0.00,0.00,-0.21,10.30,Win
JUBLINGREA,WealthCreation,W,2021-08-27,715.40,0.00,72.46,0.00,1906569,,0.00,0.00,0.00,0.00,-0.46,8.87,Win
PGEL,WealthCreation,W,2021-08-27,35.26,0.00,62.71,0.00,235460,,0.00,0.00,0.00,0.00,-6.10,3.23,Loss
BANKBETA,WealthCreation,W,2021-08-27,35.76,0.00,68.47,0.00,3525,,0.00,0.00,0.00,0.00,-6.18,25.84,Win
DEEPAKNTR,WealthCreation,W,2021-08-27,2130.95,0.00,85.14,0.00,870778,,0.00,0.00,0.00,0.00,0.00,41.72,Win
SETF10GILT,WealthCreation,W,2021-08-27,204.79,0.00,64.40,0.00,732,,0.00,0.00,0.00,0.00,-0.58,16.21,Loss
HINDOILEXP,WealthCreation,W,2021-08-27,167.60,0.00,72.89,0.00,1015636,,0.00,0.00,0.00,0.00,-4.83,2.63,Loss
SOBHA,WealthCreation,W,2021-08-27,584.10,0.00,91.19,0.00,180846,,0.00,0.00,0.00,0.00,0.00,63.31,Win
HINDALCO,WealthCreation,W,2021-08-27,437.90,0.00,60.02,0.00,15558923,,0.00,0.00,0.00,0.00,0.00,11.44,Win
KEC,WealthCreation,W,2021-08-27,402.75,0.00,68.04,0.00,249779,,0.00,0.00,0.00,0.00,0.00,36.56,Win
RKFORGE,WealthCreation,W,2021-08-27,186.60,0.00,62.71,0.00,428444,,0.00,0.00,0.00,0.00,0.00,35.05,Win
DIVISLAB,WealthCreation,W,2021-08-27,4910.70,0.00,74.98,0.00,349435,,0.00,0.00,0.00,0.00,0.00,7.35,Win
SBIETFPB,WealthCreation,W,2021-08-27,184.62,0.00,63.22,0.00,2622,,0.00,0.00,0.00,0.00,0.00,20.25,Win
GOODLUCK,WealthCreation,W,2021-08-27,280.85,0.00,61.54,0.00,155361,,0.00,0.00,0.00,0.00,0.00,15.72,Win
ENGINERSIN,WealthCreation,W,2021-08-27,70.60,0.00,73.47,0.00,1282487,,0.00,0.00,0.00,0.00,0.00,16.86,Win
NORBTEAEXP,WealthCreation,W,2021-08-27,6.80,0.00,64.29,0.00,6815,,0.00,0.00,0.00,0.00,-8.82,9.56,Win
AAKASH,WealthCreation,W,2021-08-27,26.50,0.00,69.45,0.00,1579589,,0.00,0.00,0.00,0.00,-2.26,13.58,Win
RAMCOCEM,WealthCreation,W,2021-08-27,986.65,0.00,80.17,0.00,396547,,0.00,0.00,0.00,0.00,-1.39,8.35,Loss
MHRIL,WealthCreation,W,2021-08-27,308.80,0.00,80.94,0.00,103653,,0.00,0.00,0.00,0.00,-24.68,15.54,Loss
IGPL,WealthCreation,W,2021-08-27,603.00,0.00,60.68,0.00,163826,,0.00,0.00,0.00,0.00,0.00,68.92,Win
SHK,WealthCreation,W,2021-08-27,149.40,0.00,65.32,0.00,188950,,0.00,0.00,0.00,0.00,-2.51,3.38,Loss
INDIAMART,WealthCreation,W,2021-08-27,3571.73,0.00,88.60,0.00,123984,,0.00,0.00,0.00,0.00,0.00,35.94,Win
BNKETFAXIS,WealthCreation,W,2021-08-27,357.98,0.00,64.27,0.00,198,,0.00,0.00,0.00,0.00,-0.48,25.54,Win
RPSGVENT,WealthCreation,W,2021-08-27,693.30,0.00,62.63,0.00,224174,,0.00,0.00,0.00,0.00,-3.05,65.14,Win
CUB,WealthCreation,W,2021-08-27,111.23,0.00,66.22,0.00,4516563,,0.00,0.00,0.00,0.00,0.00,8.90,Win
BPL,WealthCreation,W,2021-08-27,35.85,0.00,83.21,0.00,272916,,0.00,0.00,0.00,0.00,0.00,392.75,Win
PUNJABCHEM,WealthCreation,W,2021-08-27,1626.80,0.00,81.60,0.00,19710,,0.00,0.00,0.00,0.00,-0.73,18.87,Win
INDHOTEL,WealthCreation,W,2021-08-27,140.15,0.00,69.55,0.00,2732212,,0.00,0.00,0.00,0.00,-0.43,69.39,Win
RELIGARE,WealthCreation,W,2021-08-27,148.85,0.00,64.45,0.00,465941,,0.00,0.00,0.00,0.00,-0.44,30.87,Win
ALLDIGI,WealthCreation,W,2021-08-27,421.90,0.00,76.59,0.00,10452,,0.00,0.00,0.00,0.00,0.00,14.25,Win
BANKIETF,WealthCreation,W,2021-08-27,35.64,0.00,62.09,0.00,230939,,0.00,0.00,0.00,0.00,-1.32,26.18,Win
HAVELLS,WealthCreation,W,2021-08-27,1235.00,0.00,96.47,0.00,1169963,,0.00,0.00,0.00,0.00,-2.00,21.82,Win
POLYCAB,WealthCreation,W,2021-08-27,1894.55,0.00,95.28,0.00,336353,,0.00,0.00,0.00,0.00,0.00,39.77,Win
PNCINFRA,WealthCreation,W,2021-08-27,304.45,0.00,79.56,0.00,321512,,0.00,0.00,0.00,0.00,0.00,30.04,Win
MGL,WealthCreation,W,2021-08-27,1131.90,0.00,63.82,0.00,188741,,0.00,0.00,0.00,0.00,-0.25,6.57,Win
KOLTEPATIL,WealthCreation,W,2021-08-27,242.50,0.00,71.94,0.00,471278,,0.00,0.00,0.00,0.00,-1.84,48.45,Win
DELTACORP,WealthCreation,W,2021-08-27,175.10,0.00,90.91,0.00,1253293,,0.00,0.00,0.00,0.00,-1.77,76.19,Win
IRCTC,WealthCreation,W,2021-08-27,529.74,0.00,93.95,0.00,4466104,,0.00,0.00,0.00,0.00,0.00,141.49,Win
ACE,WealthCreation,W,2021-08-27,217.85,0.00,61.80,0.00,474860,,0.00,0.00,0.00,0.00,-0.39,33.92,Win
GRINDWELL,WealthCreation,W,2021-08-27,1260.55,0.00,77.95,0.00,34295,,0.00,0.00,0.00,0.00,-0.72,60.12,Win
SYNGENE,WealthCreation,W,2021-08-27,617.75,0.00,66.81,0.00,508515,,0.00,0.00,0.00,0.00,0.00,6.68,Win
THERMAX,WealthCreation,W,2021-08-27,1373.50,0.00,83.30,0.00,38255,,0.00,0.00,0.00,0.00,-1.69,9.14,Win
SIEMENS,WealthCreation,W,2021-08-27,1104.75,0.00,64.84,0.00,884967,,0.00,0.00,0.00,0.00,-0.68,4.31,Loss
HINDPETRO,WealthCreation,W,2021-08-27,171.07,0.00,78.57,0.00,1594750,,0.00,0.00,0.00,0.00,-0.23,38.27,Win
BANKBEES,WealthCreation,W,2021-08-27,359.97,0.00,62.43,0.00,2531688,,0.00,0.00,0.00,0.00,-0.99,20.81,Win
MID150BEES,WealthCreation,W,2021-08-27,105.98,0.00,78.92,0.00,91844,,0.00,0.00,0.00,0.00,-0.44,19.83,Win
NRBBEARING,WealthCreation,W,2021-08-27,128.80,0.00,71.08,0.00,915641,,0.00,0.00,0.00,0.00,0.00,16.07,Win
SETFNIFBK,WealthCreation,W,2021-08-27,357.05,0.00,61.88,0.00,28432,,0.00,0.00,0.00,0.00,-0.22,17.63,Win
LINC,WealthCreation,W,2021-08-27,96.73,0.00,76.08,0.00,4988,,0.00,0.00,0.00,0.00,-1.74,1.29,Loss
NATIONALUM,WealthCreation,W,2021-08-27,85.00,0.00,66.34,0.00,88592398,,0.00,0.00,0.00,0.00,0.00,20.53,Win
ICICIB22,WealthCreation,W,2021-08-27,40.18,0.00,63.14,0.00,165381,,0.00,0.00,0.00,0.00,-0.90,27.92,Win
JISLDVREQS,WealthCreation,W,2021-08-27,19.55,0.00,61.62,0.00,125807,,0.00,0.00,0.00,0.00,-3.32,55.75,Win
NACLIND,WealthCreation,W,2021-08-27,59.68,0.00,63.39,0.00,301706,,0.00,0.00,0.00,0.00,-4.76,33.56,Win
KREBSBIO,WealthCreation,W,2021-08-27,148.55,0.00,89.24,0.00,84912,,0.00,0.00,0.00,0.00,-1.72,10.94,Loss
NHPC,WealthCreation,W,2021-08-27,26.50,0.00,80.56,0.00,5524479,,0.00,0.00,0.00,0.00,0.00,39.81,Win
AMBER,WealthCreation,W,2021-08-27,2898.05,0.00,72.66,0.00,16166,,0.00,0.00,0.00,0.00,-0.97,30.73,Win
PTC,WealthCreation,W,2021-08-27,97.90,0.00,81.35,0.00,819057,,0.00,0.00,0.00,0.00,0.00,15.17,Win
LICNETFN50,WealthCreation,W,2021-08-27,176.76,0.00,82.84,0.00,2275,,0.00,0.00,0.00,0.00,-0.43,13.37,Win
BLUEDART,WealthCreation,W,2021-08-27,5690.90,0.00,92.48,0.00,11563,,0.00,0.00,0.00,0.00,-0.58,16.31,Win
VOLTAS,WealthCreation,W,2021-08-27,985.35,0.00,93.17,0.00,3120205,,0.00,0.00,0.00,0.00,-0.42,37.71,Win
BALKRISIND,WealthCreation,W,2021-08-27,2290.85,0.00,75.79,0.00,424254,,0.00,0.00,0.00,0.00,-1.72,1.16,Loss
AURUS,WealthCreation,W,2021-08-27,4.35,0.00,62.96,0.00,37783,,0.00,0.00,0.00,0.00,-1.15,19.54,Win
SHAKTIPUMP,WealthCreation,W,2021-08-27,119.91,0.00,64.32,0.00,589218,,0.00,0.00,0.00,0.00,-2.24,6.59,Loss
ONGC,WealthCreation,W,2021-08-27,116.65,0.00,68.62,0.00,9706825,,0.00,0.00,0.00,0.00,0.00,48.09,Win
MAHSCOOTER,WealthCreation,W,2021-08-27,4352.20,0.00,87.31,0.00,5638,,0.00,0.00,0.00,0.00,-0.15,8.70,Win
GNA,WealthCreation,W,2021-08-27,348.58,0.00,62.06,0.00,210816,,0.00,0.00,0.00,0.00,0.00,59.44,Win
GLOBUSSPR,WealthCreation,W,2021-08-27,912.75,0.00,82.92,0.00,46668,,0.00,0.00,0.00,0.00,0.00,65.85,Win
JSWDULUX,WealthCreation,W,2021-08-27,2201.20,0.00,75.11,0.00,3501,,0.00,0.00,0.00,0.00,-0.60,4.42,Loss
BANKNIFTY1,WealthCreation,W,2021-08-27,36.18,0.00,62.84,0.00,18579490,,0.00,0.00,0.00,0.00,-17.39,18.77,Win
CANFINHOME,WealthCreation,W,2021-08-27,525.25,0.00,78.13,0.00,885947,,0.00,0.00,0.00,0.00,-0.05,37.46,Win
SHRIRAMFIN,WealthCreation,W,2021-08-27,256.28,0.00,70.21,0.00,3930010,,0.00,0.00,0.00,0.00,0.00,11.28,Win
RITES,WealthCreation,W,2021-08-27,132.45,0.00,61.41,0.00,804286,,0.00,0.00,0.00,0.00,0.00,20.01,Win
CINELINE,WealthCreation,W,2021-08-27,88.80,0.00,70.50,0.00,46760,,0.00,0.00,0.00,0.00,-4.90,48.31,Win
PAISALO,WealthCreation,W,2021-08-27,30.29,0.00,81.86,0.00,7215938,,0.00,0.00,0.00,0.00,-0.23,88.68,Win
PALASHSECU,WealthCreation,W,2021-08-27,70.45,0.00,70.79,0.00,8205,,0.00,0.00,0.00,0.00,-4.61,34.78,Win
MITTAL,WealthCreation,W,2021-08-27,0.89,0.00,66.67,0.00,242225,,0.00,0.00,0.00,0.00,0.00,23.60,Win
ABBOTINDIA,WealthCreation,W,2021-08-27,19028.80,0.00,95.10,0.00,3959,,0.00,0.00,0.00,0.00,-0.62,14.93,Win
VIDHIING,WealthCreation,W,2021-08-27,327.55,0.00,64.02,0.00,70447,,0.00,0.00,0.00,0.00,0.00,27.00,Win
KEI,WealthCreation,W,2021-08-27,739.50,0.00,64.33,0.00,235637,,0.00,0.00,0.00,0.00,0.00,42.52,Win
GHCL,WealthCreation,W,2021-08-27,352.15,0.00,62.05,0.00,403692,,0.00,0.00,0.00,0.00,0.00,37.16,Win
ASAHIINDIA,WealthCreation,W,2021-09-03,366.30,0.00,64.69,0.00,161640,,0.00,0.00,0.00,0.00,-3.08,6.24,Loss
COALINDIA,WealthCreation,W,2021-09-03,146.35,0.00,61.56,0.00,12734022,,0.00,0.00,0.00,0.00,-1.40,39.26,Win
LUMAXIND,WealthCreation,W,2021-09-03,1479.20,0.00,61.68,0.00,3519,,0.00,0.00,0.00,0.00,-17.56,4.11,Loss
HESTERBIO,WealthCreation,W,2021-09-03,2374.60,0.00,67.03,0.00,9263,,0.00,0.00,0.00,0.00,-1.43,1.58,Loss
AWHCL,WealthCreation,W,2021-09-03,370.70,0.00,63.40,0.00,102171,,0.00,0.00,0.00,0.00,-5.23,22.74,Loss
ALOKINDS,WealthCreation,W,2021-09-03,22.30,0.00,73.20,0.00,5884728,,0.00,0.00,0.00,0.00,-0.90,24.22,Win
HINDWAREAP,WealthCreation,W,2021-09-03,355.79,0.00,67.48,0.00,23487,,0.00,0.00,0.00,0.00,-3.45,1.76,Loss
LINCOLN,WealthCreation,W,2021-09-03,329.55,0.00,90.30,0.00,58659,,0.00,0.00,0.00,0.00,0.00,25.84,Win
APARINDS,WealthCreation,W,2021-09-03,637.15,0.00,69.86,0.00,52526,,0.00,0.00,0.00,0.00,-9.18,9.08,Loss
TAJGVK,WealthCreation,W,2021-09-03,126.35,0.00,65.23,0.00,53817,,0.00,0.00,0.00,0.00,-2.06,27.86,Win
ANUP,WealthCreation,W,2021-09-03,501.68,0.00,66.51,0.00,36644,,0.00,0.00,0.00,0.00,-9.62,10.82,Loss
KTKBANK,WealthCreation,W,2021-09-03,61.30,0.00,72.45,0.00,2388417,,0.00,0.00,0.00,0.00,-3.18,33.52,Win
MONTECARLO,WealthCreation,W,2021-09-03,347.10,0.00,65.78,0.00,17608,,0.00,0.00,0.00,0.00,-6.01,9.84,Loss
MIRZAINT,WealthCreation,W,2021-09-03,57.55,0.00,60.51,0.00,261631,,0.00,0.00,0.00,0.00,-1.65,9.30,Loss
RIIL,WealthCreation,W,2021-09-03,662.20,0.00,68.35,0.00,316177,,0.00,0.00,0.00,0.00,-2.14,16.08,Win
LICHSGFIN,WealthCreation,W,2021-09-03,407.20,0.00,65.79,0.00,3539668,,0.00,0.00,0.00,0.00,-2.85,13.58,Win
AHLEAST,WealthCreation,W,2021-09-03,119.60,0.00,68.96,0.00,3700,,0.00,0.00,0.00,0.00,-2.45,14.27,Loss
AHLUCONT,WealthCreation,W,2021-09-03,382.95,0.00,66.77,0.00,26212,,0.00,0.00,0.00,0.00,-2.59,6.54,Loss
VINATIORGA,WealthCreation,W,2021-09-03,1868.80,0.00,61.67,0.00,80691,,0.00,0.00,0.00,0.00,-2.62,6.77,Loss
KIRIINDUS,WealthCreation,W,2021-09-03,505.85,0.00,61.44,0.00,146618,,0.00,0.00,0.00,0.00,-2.13,8.68,Loss
GMMPFAUDLR,WealthCreation,W,2021-09-03,1456.72,0.00,61.52,0.00,71067,,0.00,0.00,0.00,0.00,-0.46,5.31,Win
AVTNPL,WealthCreation,W,2021-09-03,74.80,0.00,68.80,0.00,156303,,0.00,0.00,0.00,0.00,0.00,25.27,Win
GARFIBRES,WealthCreation,W,2021-09-03,653.60,0.00,64.79,0.00,140890,,0.00,0.00,0.00,0.00,-3.27,23.32,Win
GANGESSECU,WealthCreation,W,2021-09-03,89.15,0.00,60.32,0.00,9145,,0.00,0.00,0.00,0.00,-5.10,7.68,Loss
VAKRANGEE,WealthCreation,W,2021-09-03,39.10,0.00,80.12,0.00,10059620,,0.00,0.00,0.00,0.00,0.00,16.37,Win
ROHLTD,WealthCreation,W,2021-09-03,73.55,0.00,69.42,0.00,49211,,0.00,0.00,0.00,0.00,-3.13,1.16,Loss
EIHOTEL,WealthCreation,W,2021-09-03,106.20,0.00,64.03,0.00,397563,,0.00,0.00,0.00,0.00,-2.07,45.95,Win
PRIVISCL,WealthCreation,W,2021-09-03,1630.10,0.00,66.80,0.00,13912,,0.00,0.00,0.00,0.00,-1.14,27.23,Win
RAYMOND,WealthCreation,W,2021-09-03,84.39,0.00,62.21,0.00,2317539,,0.00,0.00,0.00,0.00,-1.52,6.55,Loss
EASEMYTRIP,WealthCreation,W,2021-09-03,14.88,0.00,69.78,0.00,61710368,,0.00,0.00,0.00,0.00,-1.68,50.74,Win
PRAJIND,WealthCreation,W,2021-09-03,338.40,0.00,64.09,0.00,298434,,0.00,0.00,0.00,0.00,-3.37,2.19,Loss
CDSL,WealthCreation,W,2021-09-03,600.45,0.00,66.12,0.00,648696,,0.00,0.00,0.00,0.00,-0.87,1.51,Loss
CASTROLIND,WealthCreation,W,2021-09-03,136.05,0.00,60.83,0.00,661275,,0.00,0.00,0.00,0.00,-1.14,9.96,Win
GRASIM,WealthCreation,W,2021-09-03,1504.41,0.00,78.34,0.00,1140212,,0.00,0.00,0.00,0.00,0.00,25.33,Win
RPOWER,WealthCreation,W,2021-09-03,12.20,0.00,68.48,0.00,25619689,,0.00,0.00,0.00,0.00,-3.28,45.08,Win
V2RETAIL,WealthCreation,W,2021-09-03,11.08,0.00,77.41,0.00,245480,,0.00,0.00,0.00,0.00,-2.53,85.74,Win
ANANTRAJ,WealthCreation,W,2021-09-03,63.55,0.00,73.60,0.00,177039,,0.00,0.00,0.00,0.00,-2.12,13.93,Loss
ANTELOPUS,WealthCreation,W,2021-09-03,139.45,0.00,64.05,0.00,94036,,0.00,0.00,0.00,0.00,-0.97,6.45,Loss
VSTIND,WealthCreation,W,2021-09-03,306.26,0.00,69.64,0.00,90453,,0.00,0.00,0.00,0.00,-0.26,1.83,Loss
MAFANG,WealthCreation,W,2021-09-03,54.01,0.00,63.23,0.00,133186,,0.00,0.00,0.00,0.00,-3.33,2.76,Loss
THOMASCOOK,WealthCreation,W,2021-09-03,59.35,0.00,77.17,0.00,407835,,0.00,0.00,0.00,0.00,0.00,44.06,Win
BUTTERFLY,WealthCreation,W,2021-09-03,749.85,0.00,76.40,0.00,17631,,0.00,0.00,0.00,0.00,0.00,42.70,Win
POLYPLEX,WealthCreation,W,2021-09-03,1544.55,0.00,60.66,0.00,90288,,0.00,0.00,0.00,0.00,-0.81,36.61,Win
SHOPERSTOP,WealthCreation,W,2021-09-03,245.00,0.00,70.46,0.00,625892,,0.00,0.00,0.00,0.00,-1.55,10.08,Loss
VAIBHAVGBL,WealthCreation,W,2021-09-03,763.70,0.00,60.38,0.00,702924,,0.00,0.00,0.00,0.00,-2.76,5.41,Loss
ESCORTS,WealthCreation,W,2021-09-03,1321.70,0.00,66.61,0.00,1155242,,0.00,0.00,0.00,0.00,-0.15,45.18,Win
HONAUT,WealthCreation,W,2021-09-03,40161.60,0.00,70.85,0.00,3233,,0.00,0.00,0.00,0.00,-1.78,17.71,Win
SCI,WealthCreation,W,2021-09-03,105.55,0.00,61.65,0.00,750122,,0.00,0.00,0.00,0.00,-0.95,51.78,Win
HFCL,WealthCreation,W,2021-09-03,68.80,0.00,60.70,0.00,2102786,,0.00,0.00,0.00,0.00,-1.16,20.42,Win
DIXON,WealthCreation,W,2021-09-03,4240.20,0.00,61.57,0.00,311469,,0.00,0.00,0.00,0.00,-5.84,3.77,Loss
DOLLAR,WealthCreation,W,2021-09-03,356.90,0.00,65.17,0.00,192448,,0.00,0.00,0.00,0.00,-0.52,14.50,Win
AMBIKCO,WealthCreation,W,2021-09-03,1525.60,0.00,71.62,0.00,31496,,0.00,0.00,0.00,0.00,0.00,53.38,Win
ALPHAGEO,WealthCreation,W,2021-09-03,340.55,0.00,93.79,0.00,68484,,0.00,0.00,0.00,0.00,0.00,50.12,Win
HINDZINC,WealthCreation,W,2021-09-03,325.05,0.00,62.52,0.00,635352,,0.00,0.00,0.00,0.00,-1.05,4.23,Loss
AURIONPRO,WealthCreation,W,2021-09-03,100.43,0.00,60.79,0.00,46802,,0.00,0.00,0.00,0.00,-4.31,4.03,Loss
GOLDIAM,WealthCreation,W,2021-09-03,107.91,0.00,79.18,0.00,201532,,0.00,0.00,0.00,0.00,0.00,59.72,Win
RVNL,WealthCreation,W,2021-09-03,30.00,0.00,60.49,0.00,8756651,,0.00,0.00,0.00,0.00,-2.50,49.33,Win
SAREGAMA,WealthCreation,W,2021-09-03,331.75,0.00,71.30,0.00,68389,,0.00,0.00,0.00,0.00,-2.03,65.97,Win
ORIENTELEC,WealthCreation,W,2021-09-03,329.95,0.00,66.85,0.00,248376,,0.00,0.00,0.00,0.00,-0.83,10.47,Win
CROMPTON,WealthCreation,W,2021-09-03,472.85,0.00,62.76,0.00,932043,,0.00,0.00,0.00,0.00,-1.87,8.45,Loss
PFC,WealthCreation,W,2021-09-03,102.84,0.00,73.22,0.00,3714064,,0.00,0.00,0.00,0.00,-2.14,0.97,Loss
OLECTRA,WealthCreation,W,2021-09-03,316.70,0.00,76.11,0.00,176475,,0.00,0.00,0.00,0.00,-2.10,197.19,Win
JISLJALEQS,WealthCreation,W,2021-09-03,31.85,0.00,76.08,0.00,2599928,,0.00,0.00,0.00,0.00,0.00,67.97,Win
CHENNPETRO,WealthCreation,W,2021-09-09,110.70,0.00,62.86,0.00,588800,,0.00,0.00,0.00,0.00,-1.13,30.80,Win
CPSEETF,WealthCreation,W,2021-09-09,26.60,0.00,71.24,0.00,5992183,,0.00,0.00,0.00,0.00,-2.63,29.32,Win
MOREPENLAB,WealthCreation,W,2021-09-09,55.75,0.00,70.61,0.00,1555886,,0.00,0.00,0.00,0.00,-1.52,11.75,Loss
PSUBANK,WealthCreation,W,2021-09-09,23.05,0.00,61.39,0.00,268120,,0.00,0.00,0.00,0.00,-1.52,30.15,Win
MRPL,WealthCreation,W,2021-09-09,42.95,0.00,68.04,0.00,1320542,,0.00,0.00,0.00,0.00,-1.75,5.94,Loss
ORISSAMINE,WealthCreation,W,2021-09-09,2960.65,0.00,69.82,0.00,73438,,0.00,0.00,0.00,0.00,-3.91,12.77,Loss
SUNTECK,WealthCreation,W,2021-09-09,384.85,0.00,75.53,0.00,3075347,,0.00,0.00,0.00,0.00,-1.91,36.26,Win
SARVESHWAR,WealthCreation,W,2021-09-09,0.65,0.00,76.47,0.00,657164,,0.00,0.00,0.00,0.00,0.00,35.38,Win
OAL,WealthCreation,W,2021-09-09,943.25,0.00,67.31,0.00,69775,,0.00,0.00,0.00,0.00,-4.95,16.62,Loss
MSTCLTD,WealthCreation,W,2021-09-09,303.00,0.00,66.80,0.00,2629022,,0.00,0.00,0.00,0.00,-3.27,78.88,Win
MANAKALUCO,WealthCreation,W,2021-09-09,18.45,0.00,70.97,0.00,399177,,0.00,0.00,0.00,0.00,-4.61,33.60,Win
SURYAROSNI,WealthCreation,W,2021-09-09,138.08,0.00,84.47,0.00,2048464,,0.00,0.00,0.00,0.00,0.00,57.05,Win
NPBET,WealthCreation,W,2021-09-09,186.52,0.00,67.05,0.00,2086,,0.00,0.00,0.00,0.00,-1.91,5.06,Loss
J&KBANK,WealthCreation,W,2021-09-09,37.75,0.00,61.74,0.00,7943810,,0.00,0.00,0.00,0.00,-4.64,6.89,Loss
WIPL,WealthCreation,W,2021-09-09,64.00,0.00,61.18,0.00,5771,,0.00,0.00,0.00,0.00,-4.92,4.92,Loss
SOLARINDS,WealthCreation,W,2021-09-09,1788.75,0.00,77.67,0.00,103818,,0.00,0.00,0.00,0.00,0.00,64.25,Win
FINCABLES,WealthCreation,W,2021-09-09,494.50,0.00,61.65,0.00,409817,,0.00,0.00,0.00,0.00,-3.69,7.38,Loss
MOLDTKPAC,WealthCreation,W,2021-09-09,499.65,0.00,82.48,0.00,80193,,0.00,0.00,0.00,0.00,0.00,72.46,Win
CLEAN,WealthCreation,W,2021-09-09,1656.90,0.00,71.71,0.00,554691,,0.00,0.00,0.00,0.00,-0.55,63.26,Win
NAVA,WealthCreation,W,2021-09-09,55.38,0.00,65.98,0.00,1353290,,0.00,0.00,0.00,0.00,-0.69,18.27,Win
ZEEL,WealthCreation,W,2021-09-09,183.00,0.00,86.91,0.00,8692351,,0.00,0.00,0.00,0.00,-0.71,106.94,Win
SANDHAR,WealthCreation,W,2021-09-09,280.25,0.00,61.19,0.00,99641,,0.00,0.00,0.00,0.00,-4.73,18.82,Loss
ITC,WealthCreation,W,2021-09-09,177.88,0.00,81.96,0.00,22775131,,0.00,0.00,0.00,0.00,-0.40,24.76,Win
ASTRAMICRO,WealthCreation,W,2021-09-09,172.40,0.00,60.39,0.00,816889,,0.00,0.00,0.00,0.00,-1.91,68.21,Win
TIPSMUSIC,WealthCreation,W,2021-09-17,121.82,0.00,63.86,0.00,112029,,0.00,0.00,0.00,0.00,-5.00,0.00,Loss
BERGEPAINT,WealthCreation,W,2021-09-17,682.29,0.00,61.02,0.00,1301817,,0.00,0.00,0.00,0.00,-1.10,0.90,Loss
CRAFTSMAN,WealthCreation,W,2021-09-17,1978.10,0.00,70.69,0.00,28051,,0.00,0.00,0.00,0.00,-2.48,40.44,Win
MANALIPETC,WealthCreation,W,2021-09-17,103.15,0.00,63.60,0.00,1551046,,0.00,0.00,0.00,0.00,-3.01,34.42,Win
KEC,WealthCreation,W,2021-09-17,416.80,0.00,71.53,0.00,1245059,,0.00,0.00,0.00,0.00,0.00,31.96,Win
EPL,WealthCreation,W,2021-09-17,238.20,0.00,68.51,0.00,370334,,0.00,0.00,0.00,0.00,-3.44,8.80,Loss
LEMONTREE,WealthCreation,W,2021-09-17,40.30,0.00,62.35,0.00,2120696,,0.00,0.00,0.00,0.00,-3.97,48.64,Win
CARYSIL,WealthCreation,W,2021-09-17,641.15,0.00,83.12,0.00,102152,,0.00,0.00,0.00,0.00,-3.99,0.00,Loss
MOTILALOFS,WealthCreation,W,2021-09-17,204.58,0.00,63.59,0.00,4972568,,0.00,0.00,0.00,0.00,-2.73,24.01,Win
ORIENTBELL,WealthCreation,W,2021-09-17,342.90,0.00,67.47,0.00,20849,,0.00,0.00,0.00,0.00,-4.33,7.87,Loss
LTFOODS,WealthCreation,W,2021-09-17,67.75,0.00,67.45,0.00,2838802,,0.00,0.00,0.00,0.00,-0.89,10.70,Win
GUJALKALI,WealthCreation,W,2021-09-17,492.25,0.00,81.88,0.00,621248,,0.00,0.00,0.00,0.00,-5.03,71.86,Win
